Booking_ID,Hotel_Name,Booking_Date,Check_In_Date,Check_Out_Date,Customer_Nationality,Booking_Platform,Room_Type_Booked,Number_of_Adults,Number_of_Children,Number_of_Nights,Total_Guests,Room_Price_Per_Night,Total_Price,Meal_Plan,Cancellation_Policy,Lead_Time,Previous_Cancellations,Previous_Bookings_Not_Canceled,Special_Requests,Payment_Method,Is_Repeated_Guest,Deposit_Type,Average_Daily_Rate,Is_Weekend_Stay,Required_Car_Parking_Spaces,Total_Special_Requests,Customer_Rating,Cancellation_Status
BK001803,Seaside Resort,2024-10-04,2025-07-23,2025-07-24,Brazil,Travel Agency,Family Room,2,1,1,3,358.2,358.2,Room Only,Moderate,292,1,3,Airport Pickup,PayPal,1,No Deposit,358.2,0,1,1,5.0,1
BK001804,Modern Stays,2023-07-29,2024-02-01,2024-02-12,UAE,Travel Agency,Twin Room,2,0,11,2,193.2,2125.2,Full Board,Non-refundable,187,0,2,"None, Early Check-in",Debit Card,1,Partial,193.2,0,0,2,5.0,0
BK001805,Luxury Palace,2023-08-23,2024-08-15,2024-08-29,Canada,Travel Agency,Single Room,3,3,14,6,144.0,2016.0,All Inclusive,Moderate,358,3,6,Baby Cot,PayPal,1,No Deposit,144.0,0,0,1,3.0,1
BK001806,Airport Hotel,2024-01-20,2024-10-20,2024-10-28,Mexico,Expedia,Studio,1,1,8,2,139.1,1112.8,Bed & Breakfast,Flexible,274,4,7,"Airport Pickup, None, Early Check-in",Debit Card,0,Partial,139.1,1,0,3,,0
BK001807,Boutique Hotel Central,2024-09-13,2025-06-18,2025-06-20,Australia,Trivago,Single Room,1,2,2,3,313.2,626.4,All Inclusive,Flexible,278,2,4,"Airport Pickup, Connecting Rooms",Debit Card,0,No Deposit,313.2,0,0,2,,1
BK001808,City Center Inn,2024-12-16,2025-11-06,2025-11-08,Japan,Agoda,Studio,4,0,2,4,384.8,769.6,All Inclusive,Flexible,325,5,5,"Airport Pickup, High Floor, Baby Cot",PayPal,0,No Deposit,384.8,0,0,3,,0
BK001809,Heritage Hotel,2024-12-08,2024-12-20,2025-01-03,UAE,Booking.com,Deluxe,3,1,14,4,700.5,9807.0,All Inclusive,Flexible,12,0,3,"Extra Bed, Late Checkout, Early Check-in",Corporate Billing,1,No Deposit,700.5,1,2,3,3.0,0
BK001810,Business Suites,2023-11-17,2024-05-29,2024-06-09,UK,Trivago,Executive Suite,3,2,11,5,402.5,4427.5,Room Only,Moderate,194,4,10,"Early Check-in, Late Checkout, Baby Cot",Credit Card,0,No Deposit,402.5,0,1,3,,1
BK001811,Grand Plaza Hotel,2023-11-18,2024-05-30,2024-06-07,USA,Trivago,Twin Room,4,0,8,4,122.4,979.2,All Inclusive,Flexible,194,0,10,"Late Checkout, Baby Cot",PayPal,1,No Deposit,122.4,0,2,2,5.0,1
BK001812,Spa & Wellness Resort,2023-05-06,2023-09-03,2023-09-10,Canada,Travel Agency,Single Room,2,2,7,4,242.1,1694.7,Room Only,Strict,120,2,2,"None, Early Check-in, High Floor",Credit Card,1,No Deposit,242.1,1,0,3,10.0,0
BK001813,Grand Plaza Hotel,2024-10-01,2025-08-22,2025-09-05,Mexico,Trivago,Suite,2,0,14,2,222.0,3108.0,Half Board,Flexible,325,0,6,"Extra Bed, Early Check-in",Cash on Arrival,0,No Deposit,222.0,1,2,2,,1
BK001814,Heritage Hotel,2023-07-01,2024-04-06,2024-04-14,Italy,Direct Booking,Single Room,2,3,8,5,402.3,3218.4,Bed & Breakfast,Flexible,280,3,4,Airport Pickup,Corporate Billing,0,No Deposit,402.3,1,1,1,,1
BK001815,Airport Hotel,2023-06-24,2024-03-17,2024-03-27,Brazil,Travel Agency,Twin Room,3,1,10,4,108.0,1080.0,Bed & Breakfast,Non-refundable,267,5,2,"Connecting Rooms, Extra Bed",Credit Card,1,Full,108.0,1,1,2,1.0,0
BK001816,Airport Hotel,2024-10-08,2025-04-25,2025-04-28,France,Corporate Account,Executive Suite,1,1,3,2,715.0,2145.0,Bed & Breakfast,Strict,199,2,8,Early Check-in,Debit Card,0,No Deposit,715.0,1,1,1,,1
BK001817,Luxury Palace,2023-10-14,2024-03-10,2024-03-19,China,Trivago,Single Room,1,1,9,2,408.6,3677.4,Room Only,Strict,148,1,8,Early Check-in,PayPal,0,No Deposit,408.6,1,2,1,,1
BK001818,Modern Stays,2023-12-15,2024-01-03,2024-01-08,Brazil,Booking.com,Executive Suite,2,1,5,3,475.0,2375.0,Bed & Breakfast,Strict,19,1,8,"High Floor, Baby Cot",Credit Card,1,Partial,475.0,0,0,2,4.0,1
BK001819,Spa & Wellness Resort,2024-04-10,2025-01-04,2025-01-12,India,Expedia,Single Room,1,1,8,2,182.7,1461.6,All Inclusive,Flexible,269,5,10,Baby Cot,Debit Card,0,No Deposit,182.7,1,1,1,,0
BK001820,Grand Plaza Hotel,2024-02-21,2024-03-09,2024-03-21,UK,Expedia,Studio,4,2,12,6,362.7,4352.4,Room Only,Non-refundable,17,4,6,None,Credit Card,0,Partial,362.7,1,0,0,,0
BK001821,Grand Plaza Hotel,2024-08-23,2024-10-16,2024-10-22,UAE,Hotels.com,Deluxe,2,0,6,2,307.5,1845.0,Full Board,Strict,54,3,10,"Early Check-in, High Floor, Airport Pickup",Cash on Arrival,0,Full,307.5,0,1,3,,0
BK001822,Spa & Wellness Resort,2024-11-27,2025-03-16,2025-03-23,France,Phone Booking,Presidential Suite,2,0,7,2,416.5,2915.5,Half Board,Flexible,109,0,8,"Extra Bed, Early Check-in",PayPal,0,No Deposit,416.5,1,2,2,,0
BK001823,Grand Plaza Hotel,2024-08-23,2024-11-02,2024-11-15,Spain,Direct Booking,Suite,2,1,13,3,780.0,10140.0,All Inclusive,Moderate,71,0,3,"Early Check-in, Airport Pickup, Connecting Rooms",Bank Transfer,0,No Deposit,780.0,1,0,3,,0
BK001824,Modern Stays,2023-10-29,2024-01-03,2024-01-12,Japan,Hotels.com,Standard,3,0,9,3,478.0,4302.0,Half Board,Moderate,66,3,6,"Connecting Rooms, Baby Cot, High Floor",Credit Card,0,No Deposit,478.0,0,0,3,,1
BK001825,Grand Plaza Hotel,2023-02-13,2023-05-22,2023-06-05,USA,Trivago,Family Room,3,3,14,6,509.4,7131.6,All Inclusive,Flexible,98,0,6,Baby Cot,Credit Card,1,Full,509.4,0,0,1,3.0,0
BK001826,Airport Hotel,2023-12-15,2024-06-14,2024-06-15,South Korea,Hotels.com,Single Room,2,3,1,5,334.8,334.8,Room Only,Non-refundable,182,5,7,"Airport Pickup, Early Check-in, Extra Bed",Cash on Arrival,1,Partial,334.8,1,0,3,5.0,0
BK001827,Grand Plaza Hotel,2024-06-24,2025-02-08,2025-02-21,Australia,Corporate Account,Executive Suite,2,3,13,5,1052.5,13682.5,All Inclusive,Moderate,229,3,0,Late Checkout,Corporate Billing,1,No Deposit,1052.5,1,0,1,6.0,1
BK001828,Modern Stays,2023-01-19,2023-11-25,2023-12-09,USA,Trivago,Presidential Suite,1,2,14,3,791.0,11074.0,All Inclusive,Moderate,310,0,7,"Airport Pickup, Late Checkout",Cash on Arrival,1,Partial,791.0,1,2,2,7.0,0
BK001829,Heritage Hotel,2024-09-11,2025-07-15,2025-07-27,India,Kayak,Deluxe,3,1,12,4,531.0,6372.0,Half Board,Non-refundable,307,5,9,Airport Pickup,PayPal,0,Partial,531.0,0,2,1,,0
BK001830,Spa & Wellness Resort,2024-09-25,2025-01-02,2025-01-05,Mexico,Direct Booking,Deluxe,2,1,3,3,345.0,1035.0,Bed & Breakfast,Non-refundable,99,3,9,None,Bank Transfer,0,Full,345.0,0,1,0,,0
BK001831,Heritage Hotel,2023-05-01,2023-12-21,2024-01-03,Spain,Booking.com,Double Room,2,1,13,3,261.8,3403.4,All Inclusive,Moderate,234,4,9,High Floor,Corporate Billing,1,No Deposit,261.8,0,2,1,9.0,0
BK001832,Airport Hotel,2023-01-04,2023-06-29,2023-07-06,Mexico,Expedia,Suite,4,2,7,6,190.0,1330.0,All Inclusive,Moderate,176,3,9,"Airport Pickup, Late Checkout",Corporate Billing,1,No Deposit,190.0,0,2,2,9.0,1
BK001833,Heritage Hotel,2023-03-16,2023-07-04,2023-07-05,Japan,Kayak,Twin Room,1,1,1,2,566.4,566.4,Bed & Breakfast,Strict,110,4,5,None,PayPal,0,Partial,566.4,0,1,0,,0
BK001834,City Center Inn,2024-08-24,2025-01-30,2025-02-13,Japan,Travel Agency,Standard,1,1,14,2,324.0,4536.0,Bed & Breakfast,Flexible,159,0,10,"Connecting Rooms, Late Checkout, None",Credit Card,0,Partial,324.0,0,1,3,,0
BK001835,Seaside Resort,2023-03-25,2024-03-01,2024-03-05,South Korea,Phone Booking,Presidential Suite,1,0,4,1,395.5,1582.0,Full Board,Flexible,342,4,10,"Extra Bed, Airport Pickup",Corporate Billing,0,Partial,395.5,1,1,2,,1
BK001836,Luxury Palace,2023-07-01,2024-05-18,2024-05-27,Australia,Phone Booking,Double Room,4,1,9,5,115.5,1039.5,Half Board,Moderate,322,5,4,"None, Late Checkout",Bank Transfer,1,No Deposit,115.5,1,1,2,8.0,0
BK001837,Modern Stays,2024-02-17,2024-09-14,2024-09-25,Canada,Phone Booking,Suite,3,0,11,3,728.0,8008.0,Room Only,Non-refundable,210,5,10,"Connecting Rooms, None, Extra Bed",Cash on Arrival,0,Full,728.0,1,1,3,,1
BK001838,Boutique Hotel Central,2024-11-21,2025-08-21,2025-08-26,UK,Direct Booking,Family Room,2,3,5,5,356.4,1782.0,Room Only,Moderate,273,2,5,Late Checkout,PayPal,1,No Deposit,356.4,0,2,1,10.0,1
BK001839,Mountain View Lodge,2024-11-25,2025-01-16,2025-01-18,China,Agoda,Standard,4,0,2,4,192.0,384.0,Full Board,Moderate,52,4,10,"Airport Pickup, Late Checkout",Bank Transfer,1,No Deposit,192.0,0,0,2,4.0,0
BK001840,Boutique Hotel Central,2023-10-31,2024-04-05,2024-04-10,China,Booking.com,Suite,3,0,5,3,304.0,1520.0,Full Board,Strict,157,4,0,None,Bank Transfer,1,No Deposit,304.0,1,0,0,6.0,0
BK001841,Seaside Resort,2024-02-12,2024-10-09,2024-10-18,UK,Agoda,Double Room,4,1,9,5,192.5,1732.5,Room Only,Flexible,240,1,10,None,Bank Transfer,0,No Deposit,192.5,0,0,0,,1
BK001842,Luxury Palace,2023-06-25,2024-04-13,2024-04-22,France,Kayak,Studio,4,1,9,5,608.4,5475.6,Full Board,Moderate,293,4,3,None,Cash on Arrival,0,No Deposit,608.4,1,1,0,,1
BK001843,Business Suites,2023-08-23,2024-06-11,2024-06-24,Italy,Booking.com,Double Room,4,3,13,7,470.8,6120.4,Room Only,Non-refundable,293,3,0,"Baby Cot, Extra Bed, Late Checkout",Cash on Arrival,0,Full,470.8,0,0,3,,0
BK001844,Grand Plaza Hotel,2024-01-21,2024-10-23,2024-10-26,UK,Agoda,Suite,2,2,3,4,494.0,1482.0,Bed & Breakfast,Flexible,276,3,10,"None, Connecting Rooms",PayPal,1,Full,494.0,0,2,2,5.0,0
BK001845,Boutique Hotel Central,2024-10-28,2025-01-25,2025-01-27,China,Agoda,Presidential Suite,4,3,2,7,1631.0,3262.0,All Inclusive,Flexible,89,4,9,"Late Checkout, Baby Cot",Cash on Arrival,1,Partial,1631.0,1,0,2,5.0,0
BK001846,Grand Plaza Hotel,2023-12-05,2023-12-22,2024-01-01,India,Direct Booking,Single Room,4,2,10,6,305.1,3051.0,Half Board,Moderate,17,2,9,"Extra Bed, High Floor",Credit Card,1,No Deposit,305.1,1,2,2,10.0,0
BK001847,Grand Plaza Hotel,2024-12-12,2025-11-12,2025-11-20,UK,Corporate Account,Suite,2,3,8,5,618.0,4944.0,Full Board,Non-refundable,335,1,8,None,Cash on Arrival,1,Partial,618.0,0,0,1,4.0,0
BK001848,Heritage Hotel,2024-04-17,2024-12-26,2025-01-05,Japan,Kayak,Twin Room,2,3,10,5,405.6,4056.0,Full Board,Moderate,253,1,5,Baby Cot,Corporate Billing,0,Partial,405.6,0,2,1,,1
BK001849,Boutique Hotel Central,2023-01-01,2023-07-24,2023-08-04,Canada,Direct Booking,Presidential Suite,1,2,11,3,332.5,3657.5,Half Board,Non-refundable,204,3,9,"Baby Cot, Early Check-in",Credit Card,0,Full,332.5,0,0,2,,0
BK001850,Boutique Hotel Central,2023-06-30,2023-12-22,2024-01-05,France,Travel Agency,Executive Suite,2,3,14,5,787.5,11025.0,All Inclusive,Non-refundable,175,1,2,"Early Check-in, Extra Bed",Corporate Billing,0,Full,787.5,1,0,2,,0
BK001851,Modern Stays,2024-08-12,2024-12-27,2025-01-09,Spain,Direct Booking,Family Room,1,2,13,3,516.6,6715.8,Bed & Breakfast,Strict,137,0,10,"Airport Pickup, Early Check-in",PayPal,1,No Deposit,516.6,1,1,2,5.0,0
BK001852,Spa & Wellness Resort,2023-08-15,2024-08-04,2024-08-08,France,Trivago,Studio,3,0,4,3,252.2,1008.8,All Inclusive,Flexible,355,4,6,"High Floor, None",Corporate Billing,1,No Deposit,252.2,1,1,2,8.0,1
BK001853,Business Suites,2024-05-14,2025-04-27,2025-05-02,South Korea,Travel Agency,Family Room,1,1,5,2,424.8,2124.0,All Inclusive,Flexible,348,5,8,None,Credit Card,1,No Deposit,424.8,1,0,0,9.0,0
BK001854,Business Suites,2024-08-18,2024-12-16,2024-12-21,UAE,Booking.com,Deluxe,3,1,5,4,421.5,2107.5,Half Board,Flexible,120,2,4,"Extra Bed, Airport Pickup, Connecting Rooms",Debit Card,0,No Deposit,421.5,0,0,3,,1
BK001855,City Center Inn,2024-03-05,2024-11-03,2024-11-15,South Korea,Trivago,Deluxe,2,3,12,5,463.5,5562.0,Half Board,Flexible,243,0,9,"Airport Pickup, High Floor",Corporate Billing,0,No Deposit,463.5,1,0,2,,1
BK001856,Business Suites,2023-07-01,2024-02-19,2024-02-26,China,Trivago,Deluxe,4,0,7,4,583.5,4084.5,Bed & Breakfast,Non-refundable,233,0,4,"Airport Pickup, Extra Bed",Cash on Arrival,1,Full,583.5,0,0,2,9.0,0
BK001857,Business Suites,2024-08-20,2025-05-06,2025-05-13,UAE,Kayak,Single Room,4,2,7,6,208.8,1461.6,Bed & Breakfast,Moderate,259,3,5,"Early Check-in, Baby Cot",Corporate Billing,1,Partial,208.8,0,1,2,8.0,0
BK001858,Spa & Wellness Resort,2023-10-22,2024-01-21,2024-01-30,Canada,Travel Agency,Studio,1,0,9,1,643.5,5791.5,Full Board,Strict,91,0,2,None,Credit Card,0,No Deposit,643.5,1,1,0,,1
BK001859,City Center Inn,2024-08-23,2025-07-20,2025-07-24,UK,Direct Booking,Suite,1,2,4,3,484.0,1936.0,Room Only,Moderate,331,0,5,"Baby Cot, None",Cash on Arrival,0,No Deposit,484.0,1,1,2,,0
BK001860,Mountain View Lodge,2024-11-29,2025-01-19,2025-01-24,Germany,Travel Agency,Single Room,4,3,5,7,342.0,1710.0,All Inclusive,Non-refundable,51,1,7,Connecting Rooms,Bank Transfer,1,Full,342.0,1,1,1,5.0,0
BK001861,Mountain View Lodge,2024-01-11,2024-09-30,2024-10-12,India,Agoda,Presidential Suite,3,1,12,4,402.5,4830.0,All Inclusive,Moderate,263,1,8,None,Corporate Billing,0,No Deposit,402.5,0,0,0,,1
BK001862,Spa & Wellness Resort,2023-05-27,2024-04-21,2024-04-22,Brazil,Travel Agency,Studio,1,0,1,1,354.9,354.9,Room Only,Flexible,330,4,3,"Early Check-in, Late Checkout, Extra Bed",Debit Card,1,No Deposit,354.9,1,2,3,8.0,1
BK001863,Modern Stays,2023-03-31,2024-03-05,2024-03-13,Canada,Agoda,Presidential Suite,4,3,8,7,854.0,6832.0,Half Board,Strict,340,4,10,"Baby Cot, Extra Bed",Bank Transfer,0,Partial,854.0,0,0,2,,1
BK001864,Spa & Wellness Resort,2023-04-03,2023-12-20,2024-01-03,UAE,Kayak,Twin Room,2,0,14,2,336.0,4704.0,Room Only,Moderate,261,5,7,None,Corporate Billing,1,No Deposit,336.0,0,1,0,6.0,1
BK001865,Modern Stays,2023-08-11,2024-05-26,2024-06-06,China,Agoda,Standard,3,1,11,4,168.0,1848.0,Bed & Breakfast,Moderate,289,5,6,Extra Bed,Corporate Billing,1,Partial,168.0,1,2,1,4.0,0
BK001866,City Center Inn,2024-07-20,2025-04-27,2025-04-30,Australia,Agoda,Presidential Suite,3,1,3,4,1694.0,5082.0,All Inclusive,Moderate,281,2,8,"Early Check-in, Late Checkout",Credit Card,1,Partial,1694.0,1,1,2,10.0,1
BK001867,Luxury Palace,2023-10-24,2024-02-27,2024-02-28,China,Corporate Account,Executive Suite,3,3,1,6,980.0,980.0,Room Only,Moderate,126,3,9,"None, Extra Bed, Early Check-in",Debit Card,1,No Deposit,980.0,0,0,3,10.0,0
BK001868,Budget Stay Inn,2023-04-26,2023-08-13,2023-08-21,India,Corporate Account,Suite,2,1,8,3,312.0,2496.0,Room Only,Flexible,109,1,5,"None, Early Check-in, Extra Bed",Debit Card,0,Partial,312.0,1,1,3,,0
BK001869,Budget Stay Inn,2024-09-13,2025-08-30,2025-09-07,Japan,Trivago,Single Room,4,2,8,6,387.0,3096.0,Bed & Breakfast,Strict,351,5,8,"Airport Pickup, Extra Bed",Corporate Billing,1,Full,387.0,1,0,2,7.0,0
BK001870,City Center Inn,2024-02-02,2024-12-28,2024-12-30,South Korea,Phone Booking,Studio,3,0,2,3,409.5,819.0,Room Only,Strict,330,1,3,None,Credit Card,0,No Deposit,409.5,1,0,0,,0
BK001871,Modern Stays,2024-08-23,2025-02-17,2025-02-28,USA,Expedia,Executive Suite,2,3,11,5,552.5,6077.5,All Inclusive,Moderate,178,0,9,None,Cash on Arrival,1,Full,552.5,0,0,1,10.0,0
BK001872,Seaside Resort,2023-05-29,2023-12-18,2023-12-19,Brazil,Agoda,Suite,1,1,1,2,320.0,320.0,Room Only,Non-refundable,203,3,7,None,Credit Card,0,Partial,320.0,0,1,1,,1
BK001873,Mountain View Lodge,2023-07-05,2023-07-26,2023-07-28,China,Booking.com,Double Room,2,2,2,4,459.8,919.6,All Inclusive,Non-refundable,21,1,3,None,PayPal,0,Full,459.8,0,1,1,,0
BK001874,Grand Plaza Hotel,2024-11-07,2025-02-06,2025-02-14,Brazil,Travel Agency,Single Room,1,1,8,2,423.9,3391.2,Half Board,Moderate,91,0,1,"None, Connecting Rooms",Cash on Arrival,1,No Deposit,423.9,0,0,2,3.0,0
BK001875,Business Suites,2023-05-18,2023-08-02,2023-08-12,Germany,Hotels.com,Suite,1,1,10,2,876.0,8760.0,Half Board,Strict,76,5,6,None,Corporate Billing,0,Partial,876.0,0,0,0,,0
BK001876,Spa & Wellness Resort,2024-09-02,2025-02-25,2025-02-28,UAE,Phone Booking,Double Room,1,0,3,1,216.7,650.1,Full Board,Flexible,176,1,4,Connecting Rooms,PayPal,1,No Deposit,216.7,0,1,1,5.0,1
BK001877,Grand Plaza Hotel,2023-09-23,2023-10-31,2023-11-12,UAE,Agoda,Standard,2,3,12,5,107.0,1284.0,Full Board,Flexible,38,2,9,Baby Cot,Debit Card,1,No Deposit,107.0,0,0,1,3.0,0
BK001878,Modern Stays,2023-03-29,2023-11-04,2023-11-11,South Korea,Phone Booking,Standard,4,1,7,5,146.0,1022.0,Bed & Breakfast,Strict,220,4,10,None,PayPal,1,No Deposit,146.0,1,0,0,3.0,1
BK001879,Modern Stays,2023-10-20,2023-11-05,2023-11-09,USA,Expedia,Standard,3,3,4,6,334.0,1336.0,All Inclusive,Non-refundable,16,2,6,"Extra Bed, Airport Pickup",Bank Transfer,1,Partial,334.0,1,1,2,6.0,0
BK001880,Seaside Resort,2023-05-21,2023-09-26,2023-10-04,Spain,Booking.com,Deluxe,1,0,8,1,709.5,5676.0,Room Only,Flexible,128,0,3,None,Corporate Billing,1,No Deposit,709.5,0,0,0,7.0,0
BK001881,Seaside Resort,2024-05-15,2024-08-05,2024-08-12,Japan,Booking.com,Single Room,1,0,7,1,445.5,3118.5,Half Board,Non-refundable,82,0,2,None,Corporate Billing,0,Full,445.5,0,2,0,,0
BK001882,Seaside Resort,2023-07-20,2024-04-05,2024-04-06,Spain,Kayak,Deluxe,2,0,1,2,474.0,474.0,Bed & Breakfast,Strict,260,0,0,"High Floor, Early Check-in",PayPal,1,No Deposit,474.0,1,1,2,4.0,1
BK001883,Spa & Wellness Resort,2024-03-21,2024-06-22,2024-06-28,Japan,Trivago,Presidential Suite,4,3,6,7,1540.0,9240.0,Full Board,Strict,93,3,0,Extra Bed,Cash on Arrival,0,No Deposit,1540.0,1,2,1,,0
BK001884,City Center Inn,2024-09-13,2025-04-07,2025-04-10,South Korea,Kayak,Executive Suite,4,3,3,7,757.5,2272.5,Bed & Breakfast,Flexible,206,2,9,None,Cash on Arrival,0,Partial,757.5,0,2,0,,0
BK001885,Grand Plaza Hotel,2023-02-02,2023-03-03,2023-03-08,Spain,Hotels.com,Twin Room,1,2,5,3,298.8,1494.0,All Inclusive,Flexible,29,0,1,None,Bank Transfer,1,No Deposit,298.8,1,0,0,3.0,1
BK001886,Heritage Hotel,2023-09-26,2024-07-21,2024-07-25,Japan,Trivago,Deluxe,3,0,4,3,361.5,1446.0,Bed & Breakfast,Flexible,299,2,2,None,PayPal,0,Partial,361.5,1,1,0,,0
BK001887,Spa & Wellness Resort,2024-05-23,2024-12-11,2024-12-24,China,Trivago,Double Room,2,0,13,2,199.1,2588.3,Full Board,Non-refundable,202,5,1,"Connecting Rooms, Early Check-in, Baby Cot",Corporate Billing,1,Partial,199.1,0,1,3,5.0,1
BK001888,Airport Hotel,2023-02-20,2023-10-26,2023-11-03,China,Travel Agency,Family Room,2,1,8,3,846.0,6768.0,Half Board,Non-refundable,248,1,3,"Extra Bed, Early Check-in",Bank Transfer,0,No Deposit,846.0,0,1,2,,1
BK001889,Luxury Palace,2024-11-07,2025-01-17,2025-01-18,Australia,Kayak,Standard,4,1,1,5,134.0,134.0,Room Only,Non-refundable,71,0,2,None,Corporate Billing,1,No Deposit,134.0,1,2,0,4.0,0
BK001890,Heritage Hotel,2024-12-19,2025-10-29,2025-11-08,Japan,Phone Booking,Single Room,4,1,10,5,123.3,1233.0,Room Only,Non-refundable,314,0,8,"None, Connecting Rooms",Credit Card,1,Full,123.3,0,1,2,5.0,0
BK001891,Budget Stay Inn,2023-12-31,2024-09-23,2024-10-02,India,Direct Booking,Studio,4,2,9,6,395.2,3556.8,Room Only,Moderate,267,0,0,"None, Late Checkout",Bank Transfer,1,No Deposit,395.2,0,0,2,5.0,0
BK001892,Luxury Palace,2024-07-30,2024-09-11,2024-09-16,China,Hotels.com,Deluxe,1,1,5,2,511.5,2557.5,Full Board,Strict,43,1,9,"Airport Pickup, Late Checkout, High Floor",Bank Transfer,1,No Deposit,511.5,0,0,3,8.0,0
BK001893,Seaside Resort,2023-09-22,2023-11-06,2023-11-19,China,Hotels.com,Deluxe,3,3,13,6,153.0,1989.0,Full Board,Moderate,45,1,7,"Late Checkout, Airport Pickup",Corporate Billing,1,No Deposit,153.0,0,1,2,9.0,1
BK001894,Heritage Hotel,2023-02-16,2023-12-22,2023-12-29,India,Travel Agency,Studio,4,3,7,7,466.7,3266.9,Bed & Breakfast,Strict,309,4,6,None,PayPal,1,No Deposit,466.7,1,0,0,1.0,1
BK001895,Business Suites,2023-04-15,2023-10-29,2023-11-01,Canada,Corporate Account,Studio,2,3,3,5,286.0,858.0,All Inclusive,Moderate,197,0,8,Early Check-in,Cash on Arrival,1,No Deposit,286.0,1,2,1,3.0,0
BK001896,Mountain View Lodge,2023-09-22,2024-04-11,2024-04-19,Canada,Trivago,Double Room,1,3,8,4,100.1,800.8,All Inclusive,Flexible,202,0,4,None,Debit Card,0,No Deposit,100.1,0,2,0,,1
BK001897,Heritage Hotel,2024-09-06,2025-07-30,2025-08-13,Canada,Direct Booking,Twin Room,1,1,14,2,226.8,3175.2,Full Board,Non-refundable,327,0,5,Late Checkout,Credit Card,1,Partial,226.8,0,2,1,6.0,0
BK001898,Modern Stays,2023-01-23,2023-04-17,2023-04-23,Mexico,Travel Agency,Executive Suite,4,1,6,5,535.0,3210.0,Room Only,Flexible,84,3,5,None,Debit Card,1,No Deposit,535.0,0,2,0,4.0,1
BK001899,Modern Stays,2024-05-10,2024-06-12,2024-06-25,Japan,Agoda,Executive Suite,1,0,13,1,712.5,9262.5,Full Board,Moderate,33,0,4,None,Bank Transfer,1,No Deposit,712.5,0,0,0,8.0,0
BK001900,Luxury Palace,2024-10-03,2025-04-13,2025-04-18,Japan,Hotels.com,Studio,2,3,5,5,566.8,2834.0,All Inclusive,Non-refundable,192,2,8,"Early Check-in, High Floor, None",PayPal,1,Full,566.8,1,1,3,3.0,0
BK001901,Spa & Wellness Resort,2023-05-19,2024-03-20,2024-03-31,Canada,Booking.com,Double Room,3,1,11,4,479.6,5275.6,Full Board,Flexible,306,2,1,None,Bank Transfer,0,No Deposit,479.6,0,2,0,,1
BK001902,Spa & Wellness Resort,2024-07-04,2025-04-14,2025-04-27,Spain,Direct Booking,Twin Room,3,1,13,4,348.0,4524.0,Bed & Breakfast,Flexible,284,4,9,"High Floor, Airport Pickup",Cash on Arrival,0,No Deposit,348.0,0,0,2,,1
BK001903,Spa & Wellness Resort,2024-11-02,2025-10-01,2025-10-11,Germany,Agoda,Executive Suite,3,1,10,4,260.0,2600.0,Half Board,Non-refundable,333,3,10,"Connecting Rooms, Late Checkout",Bank Transfer,1,No Deposit,260.0,0,1,2,3.0,0
BK001904,Airport Hotel,2023-11-19,2024-06-22,2024-07-06,France,Kayak,Double Room,3,0,14,3,409.2,5728.8,Full Board,Strict,216,2,3,None,Bank Transfer,0,No Deposit,409.2,1,1,1,,1
BK001905,Luxury Palace,2024-01-26,2024-04-01,2024-04-15,Brazil,Agoda,Twin Room,3,2,14,5,128.4,1797.6,Room Only,Non-refundable,66,5,5,"Late Checkout, None",Credit Card,1,Partial,128.4,0,0,2,3.0,0
BK001906,Budget Stay Inn,2024-03-14,2024-11-13,2024-11-25,Brazil,Kayak,Executive Suite,4,1,12,5,1177.5,14130.0,Half Board,Flexible,244,3,0,None,Credit Card,0,No Deposit,1177.5,0,0,0,,1
BK001907,Boutique Hotel Central,2023-09-15,2024-06-14,2024-06-27,Japan,Hotels.com,Standard,1,0,13,1,135.0,1755.0,Full Board,Non-refundable,273,3,7,Late Checkout,Credit Card,0,Full,135.0,1,1,1,,0
BK001908,Grand Plaza Hotel,2023-10-07,2024-05-22,2024-05-25,India,Hotels.com,Executive Suite,2,3,3,5,295.0,885.0,Bed & Breakfast,Flexible,228,1,0,Early Check-in,Debit Card,1,No Deposit,295.0,0,1,1,9.0,0
BK001909,Boutique Hotel Central,2023-02-19,2023-10-13,2023-10-22,France,Agoda,Presidential Suite,3,1,9,4,833.0,7497.0,Bed & Breakfast,Flexible,236,5,8,High Floor,PayPal,1,Partial,833.0,1,1,1,7.0,1
BK001910,Heritage Hotel,2024-01-12,2024-06-06,2024-06-17,Italy,Corporate Account,Suite,2,0,11,2,274.0,3014.0,Bed & Breakfast,Moderate,146,1,7,"Baby Cot, High Floor",Cash on Arrival,0,No Deposit,274.0,0,1,2,,0
BK001911,City Center Inn,2024-11-11,2025-04-10,2025-04-21,Brazil,Agoda,Double Room,2,0,11,2,195.8,2153.8,All Inclusive,Non-refundable,150,5,2,None,Bank Transfer,1,Full,195.8,0,2,0,4.0,0
BK001912,Luxury Palace,2023-09-10,2023-10-01,2023-10-06,France,Direct Booking,Standard,4,1,5,5,246.0,1230.0,All Inclusive,Moderate,21,2,9,High Floor,Debit Card,1,No Deposit,246.0,1,2,1,4.0,0
